Referee,Day Of Week,Round,Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsScoredHA,GoalsConceded,GoalsConcededHA,GoalsDiff,GoalsDiffHA,HTGoalsScored,HTGoalsConceded,HTGoalsScoredHA,HTGoalsConcededHA,HTGoalsDiff,HTGoalsDiffHA,Points,PointsHA,WinPercent,WinPercentHA,WinStreak,UnbPercent,UnbPercentHA,UnbStreak,Def,Mid,Att,Ovr,LastSeasonRank,PromotedMatchup,WinnerOdd,DrawOdd,Venue,Result
J Moss,Thu,0.0,-1,-3.700000000000001,-3.1,0.2999999999999998,1.0,0.3999999999999999,0.0,-1.3,-0.2999999999999998,1.2000000000000002,0.8,-25.0,-11.0,-0.9000000000000001,0.2999999999999999,-0.1999999999999999,0.5000000000000001,-12.0,-7.0,-1.6,-0.5,-50.0,-10.0,-3.0,-60.0,-30.0,-9.0,-6,-6,-6,-6.0,17,1,7.67,5.25,Villa Park,L
A Taylor,Sun,0.0,4,5.700000000000001,1.4000000000000004,1.7999999999999998,0.5,0.5,0.2,0.5999999999999999,0.3,-0.9000000000000001,-1.3,15.0,16.0,0.7000000000000001,-0.6000000000000001,-0.0999999999999999,-1.0,13.0,9.0,1.1,1.4,40.0,50.0,2.0,30.0,40.0,3.0,1,-2,2,0.3299999999999983,3,0,-4.5,4.5,Emirates Stadium,W
A Marriner,Sat,0.0,1,-6.1,-4.4,-1.4000000000000004,3.0,0.0999999999999998,0.0,-0.5999999999999999,-0.1999999999999999,0.6000000000000001,0.0,-12.0,-2.0,-0.1999999999999999,0.0,-0.4000000000000001,-0.4,-2.0,0.0,-0.3,0.3,0.0,20.0,0.0,-30.0,-10.0,-3.0,-3,-3,3,-1.0,-3,0,0.3799999999999999,3.6,St. James Park,L
S Attwell,Sat,0.0,0,8.899999999999999,5.1,2.3,-1.0999999999999996,-0.4999999999999999,-0.1,1.9,2.2,-1.4,-1.0,33.0,32.0,0.7999999999999999,-0.6000000000000001,1.0,-0.3999999999999999,14.0,14.0,2.0,1.9,70.0,70.0,8.0,60.0,50.0,9.0,11,8,12,10.329999999999998,-19,-1,-15.88,9.5,Anfield,W
P Tierney,Sun,0.0,4,-1.0999999999999996,-1.0,1.7999999999999998,-2.0,-0.3,0.0,-0.2000000000000001,0.1,-0.4,0.0999999999999998,2.0,0.0,0.0999999999999999,-0.1999999999999999,0.8,-0.1,3.0,9.0,-0.9000000000000001,-0.1999999999999997,-40.0,-10.0,-3.0,-10.0,0.0,-11.0,5,2,3,3.3299999999999983,-2,0,-1.65,3.8,Anfield,D
A Taylor,Sun,0.0,-4,1.0,0.3999999999999999,0.5,0.2999999999999989,-0.3999999999999999,0.2,0.4,0.3999999999999999,-0.8,-0.1,12.0,5.0,-0.3,-0.4,-0.1,-0.2999999999999999,1.0,2.0,0.8999999999999999,0.3,40.0,20.0,0.0,10.0,-10.0,-2.0,3,2,4,3.0,-4,0,-1.95,3.5,St. James Park,L
G Scott,Sat,-1.0,0,-2.9000000000000004,-0.3999999999999994,-0.1999999999999997,-1.0999999999999996,0.2999999999999998,-0.1,0.4999999999999999,0.4,0.6000000000000001,0.3,-1.0,1.0,-0.1999999999999999,-0.0999999999999999,0.0999999999999999,0.0999999999999999,-1.0,0.0,0.4999999999999999,0.4000000000000001,20.0,10.0,0.0,10.0,20.0,-2.0,1,1,4,2.0,-10,-1,-0.3999999999999999,3.25,St. James Park,D
K Friend,Sat,0.0,0,1.6999999999999993,-0.0999999999999996,1.5,-0.5,-0.1999999999999997,-0.2,-1.0,0.5,0.3,0.5999999999999999,-13.0,-1.0,-0.4,0.2999999999999999,0.2999999999999999,0.4,-7.0,-1.0,-1.2,0.0999999999999999,-40.0,10.0,-1.0,-40.0,-10.0,-1.0,-11,-9,-13,-11.0,17,1,3.34,4.0,Carrow Road,D
R East,Thu,0.0,0,-0.1000000000000014,-0.2000000000000001,-0.2000000000000001,0.0999999999999996,0.0,0.0,0.5,0.2999999999999998,-0.3999999999999999,-1.0,9.0,13.0,-0.0999999999999999,-0.2999999999999999,0.0999999999999999,-0.6,2.0,7.0,0.5,0.9000000000000001,20.0,30.0,0.0,10.0,30.0,0.0,0,3,5,2.6599999999999966,4,0,-0.9500000000000002,3.29,King Power Stadium,D
J Moss,Sat,0.0,4,-2.4000000000000004,-2.0,-1.0,0.4000000000000003,0.0,0.0,-0.3999999999999999,-0.0999999999999998,-0.3,0.0,-1.0,-1.0,-0.3,0.0,-0.4999999999999999,0.3,-3.0,-8.0,0.0,0.1,0.0,10.0,0.0,0.0,-10.0,6.0,-5,-7,-9,-7.0,11,0,0.08,3.3,Turf Moor,D
P Dowd,Wed,0.0,0,-6.9,-3.1,-0.0999999999999996,-1.299999999999999,0.4000000000000001,0.1,-2.1,-0.1999999999999999,0.3999999999999999,0.1999999999999999,-25.0,-4.0,-1.4,0.2999999999999999,-0.6000000000000001,0.5,-17.0,-11.0,-1.5,-0.3999999999999999,-60.0,-20.0,-4.0,-30.0,0.0,-7.0,-7,-10,-11,-9.340000000000003,7,0,4.13,4.25,Swansea.com Stadium,L
L Mason,Sat,0.0,1,2.1000000000000014,0.5,0.1999999999999993,-0.5,-0.4000000000000001,-0.2,0.3999999999999999,0.1,0.0,-0.2,4.0,3.0,0.2,0.1,0.0999999999999999,0.1,1.0,0.0,0.3999999999999999,0.8999999999999999,10.0,30.0,0.0,20.0,30.0,-2.0,-3,-5,-3,-3.6700000000000017,2,0,0.0,3.25,St. James Park,W
M Jones,Tue,0.0,0,-4.300000000000001,-1.7000000000000002,-0.1999999999999993,0.0999999999999996,0.2999999999999998,0.1,0.1,0.5999999999999999,-0.3999999999999999,-0.7,5.0,13.0,0.0,-0.3,0.6,0.2999999999999999,3.0,3.0,0.8,1.2,20.0,30.0,0.0,40.0,60.0,0.0,1,6,3,3.3299999999999983,-1,0,-1.5499999999999998,3.3,Bet365 Stadium,D
M Oliver,Sat,0.0,0,0.7999999999999989,-0.5,0.1000000000000005,-0.5,-0.7,0.0,-0.3,0.0999999999999999,-0.5,-0.3,2.0,4.0,-0.3,-0.3,0.0999999999999999,0.1,0.0,0.0,0.0999999999999999,0.2,10.0,0.0,0.0,-10.0,20.0,-3.0,0,0,0,0.0,2,0,-0.56,3.2,The Hawthorns,L
M Atkinson,Sat,0.0,1,-1.299999999999999,-1.3000000000000005,-0.6000000000000001,-1.799999999999999,0.3,0.0,0.0999999999999999,0.6,-0.1,-0.5,2.0,11.0,0.3,-0.0999999999999999,0.6000000000000001,-0.2,4.0,8.0,0.0999999999999999,0.8,10.0,30.0,2.0,-10.0,20.0,2.0,4,0,1,1.6599999999999966,-16,-1,-0.8500000000000001,3.3,Turf Moor,W
C Foy,Sat,-2.0,0,1.599999999999998,0.7000000000000002,3.1999999999999997,0.9000000000000004,0.5999999999999999,0.1,0.2999999999999998,1.9,-1.0,-0.7,13.0,26.0,-0.0999999999999999,-0.3999999999999999,0.5,-0.1999999999999999,3.0,7.0,0.5999999999999999,1.3000000000000005,20.0,50.0,-1.0,20.0,30.0,5.0,9,10,7,8.670000000000002,-12,0,-8.67,5.75,Etihad Stadium,W
M Dean,Sun,0.0,3,-1.0,-0.2000000000000001,1.0999999999999996,-3.9,-1.4,0.0,0.2,0.3999999999999999,-0.5,-0.1999999999999999,7.0,6.0,0.4,-0.5,0.3999999999999999,-0.4,9.0,8.0,0.6000000000000001,0.9000000000000001,20.0,40.0,2.0,20.0,10.0,4.0,1,0,-3,-0.6700000000000017,-2,0,-1.65,3.5,Swansea.com Stadium,W
M Oliver,Sun,0.0,3,-4.199999999999999,-1.1000000000000003,-2.3,-2.6,0.0,-0.1,0.0,0.3,-0.0999999999999998,-0.7,1.0,10.0,-0.5,0.2,0.3,0.0999999999999999,-7.0,2.0,0.0999999999999998,0.2999999999999998,10.0,0.0,0.0,-10.0,30.0,-4.0,1,-3,-6,-2.6599999999999966,6,0,1.4500000000000002,3.5,Goodison Park,D
M Atkinson,Sat,0.0,-2,1.4000000000000004,0.6999999999999997,0.6000000000000005,0.7000000000000011,0.0999999999999998,0.0,0.8,0.3,0.3999999999999999,-0.5999999999999999,4.0,9.0,0.5,0.2,0.5,-0.6,3.0,11.0,0.6000000000000001,1.0,20.0,40.0,0.0,20.0,20.0,0.0,2,2,2,2.0,-6,-1,-2.55,3.5,Hull City Stadium,L
A Taylor,Sun,0.0,0,-1.5,-0.5,-1.1999999999999993,-0.0999999999999996,0.0,0.3,-0.4999999999999998,1.5,0.6,0.5,-11.0,10.0,0.1,0.3,0.7,0.4,-2.0,3.0,-0.3999999999999999,0.9000000000000001,-10.0,40.0,1.0,-20.0,10.0,1.0,1,1,-2,0.0,-5,0,-0.7000000000000002,3.2,Stamford Bridge,W
M Dean,Mon,0.0,1,-2.6,0.0999999999999996,-4.9,-1.0999999999999996,-0.3999999999999999,-0.1,-0.1999999999999999,0.3999999999999999,0.3,0.0,-5.0,4.0,-0.3,0.0999999999999999,0.2,-0.1,-4.0,3.0,-0.3,0.2,0.0,10.0,0.0,-30.0,0.0,0.0,-3,-3,-4,-3.3299999999999983,5,0,1.2999999999999998,4.0,London Stadium,L
M Oliver,Wed,1.0,1,6.5,2.6000000000000005,3.8000000000000007,-0.9000000000000004,-2.0,0.1,0.3999999999999999,1.5000000000000002,-2.2,-1.6999999999999995,26.0,32.0,0.3,-1.1,0.4000000000000001,-0.9000000000000001,14.0,13.0,1.4999999999999998,1.7000000000000002,50.0,60.0,5.0,50.0,50.0,6.0,9,6,9,8.0,-6,0,-13.84,8.0,Anfield,W
C Pawson,Sun,0.0,0,-2.5,-0.2000000000000001,-0.2000000000000001,0.0,-0.2000000000000001,-0.1,0.1999999999999999,1.3,-0.1999999999999999,0.0,4.0,13.0,0.2,0.0,0.8,-0.0999999999999999,2.0,9.0,0.0,0.6000000000000001,0.0,10.0,-2.0,0.0,40.0,-1.0,-4,-1,-8,-4.329999999999998,7,0,-1.0,3.5,The Hawthorns,L
J Moss,Sat,0.0,1,-0.3000000000000007,0.0,0.8000000000000007,-3.6999999999999993,-1.1,0.0,-0.1,-0.5,0.3,0.4,-4.0,-9.0,0.0999999999999998,0.1999999999999999,-0.3,0.3999999999999999,-1.0,-7.0,-0.1,-0.4000000000000001,-10.0,-10.0,-2.0,10.0,-20.0,-2.0,-5,-4,-8,-5.670000000000002,6,0,2.6,3.6,King Power Stadium,D
C Kavanagh,Tue,-1.0,-1,0.0999999999999996,0.1,-0.2999999999999998,-2.3000000000000007,-0.8,-0.1,-0.0999999999999999,0.2,-0.7,-0.8999999999999999,6.0,11.0,-0.1,-0.3,0.2,-0.2999999999999999,2.0,5.0,1.1,1.0,30.0,30.0,0.0,50.0,40.0,0.0,1,0,3,1.3299999999999983,1,0,-0.8799999999999999,3.1,Turf Moor,W
M Oliver,Sun,0.0,0,5.5,3.6,0.1999999999999993,-2.0,-0.5,-0.1,1.1,1.5,0.1999999999999999,-0.2,9.0,17.0,0.1,0.0999999999999999,0.4,-0.2999999999999999,0.0,7.0,0.1,0.8999999999999999,0.0,40.0,0.0,10.0,10.0,4.0,2,5,3,3.3299999999999983,1,0,-2.25,3.6,Anfield,D
M Dean,Sun,0.0,1,-0.8000000000000007,-0.7999999999999998,0.0,-3.799999999999999,-1.0,0.0,-0.3,0.0999999999999998,0.1999999999999999,-0.0999999999999998,-5.0,2.0,-0.0999999999999999,0.3,-0.1,-0.3999999999999999,-4.0,3.0,-0.1999999999999999,0.5,-10.0,20.0,-2.0,0.0,10.0,1.0,-2,-6,2,-2.0,9,0,2.33,3.4,The Hawthorns,W
L Mason,Sat,0.0,4,-6.6,-1.5999999999999996,-0.7000000000000002,-0.4000000000000003,-0.0999999999999998,0.0999999999999999,0.0,-0.3,-0.1999999999999999,0.1999999999999999,2.0,-5.0,0.6000000000000001,-0.0999999999999999,-0.2,0.0,7.0,-2.0,0.2000000000000001,-0.3,10.0,-10.0,0.0,0.0,-10.0,0.0,-10,-7,-11,-9.329999999999998,9,0,2.59,3.6,Boleyn Ground,L
M Atkinson,Sat,1.0,0,-3.6999999999999993,-0.7000000000000002,-1.2999999999999998,2.3000000000000007,1.6,0.0,-0.7000000000000002,-0.1999999999999997,0.7999999999999999,0.3,-15.0,-5.0,-0.5999999999999999,0.3,0.0,0.3999999999999999,-9.0,-4.0,-1.3,-0.7999999999999998,-50.0,-30.0,-11.0,-30.0,-20.0,-37.0,-1,-1,2,0.0,2,0,2.84,4.33,Tottenham Hotspur Stadium,L
H Webb,Sat,-1.0,-1,1.0999999999999996,0.7999999999999998,2.1,1.5,0.2000000000000001,0.0,0.0999999999999998,1.7999999999999998,0.0,-1.1,1.0,29.0,0.0,0.1,0.4999999999999999,-0.0999999999999999,-1.0,6.0,0.1999999999999999,1.6999999999999995,10.0,60.0,-1.0,0.0,50.0,-5.0,10,10,10,10.0,-22,-1,-10.71,6.0,Etihad Stadium,W
M Dean,Sun,0.0,1,-2.3999999999999986,-1.6,-2.3000000000000007,1.1999999999999993,0.7,0.0,-0.6000000000000001,-0.3999999999999999,0.6,-0.4000000000000001,-12.0,0.0,-0.3,0.0,0.0,-0.5,-3.0,5.0,0.0999999999999998,0.3999999999999999,10.0,20.0,2.0,-10.0,0.0,1.0,-8,-3,-13,-8.0,6,0,4.47,4.75,Swansea.com Stadium,D
K Friend,Sat,0.0,3,-6.300000000000001,-2.2,-3.3000000000000003,1.0,0.7999999999999998,-0.2,-0.6000000000000001,-0.6000000000000001,0.3999999999999999,0.2,-10.0,-8.0,-0.4,0.0999999999999999,-0.3,0.2,-5.0,-5.0,-0.9000000000000001,-1.0,-40.0,-40.0,-3.0,-10.0,-20.0,-3.0,-3,-5,-4,-4.0,5,0,3.25,4.0,Swansea.com Stadium,L
C Pawson,Sun,0.0,-4,0.5999999999999996,-0.2999999999999998,0.1999999999999993,-1.5,-1.2000000000000002,0.0,0.1999999999999999,1.2,0.2000000000000001,-0.6000000000000001,0.0,18.0,-0.0999999999999999,0.5,0.7,-0.6,-6.0,13.0,0.1999999999999999,1.6,10.0,60.0,0.0,0.0,40.0,2.0,2,2,2,2.0,-13,0,-3.45,3.6,King Power Stadium,L
M Oliver,Wed,0.0,-1,0.0999999999999996,-1.0,-0.5000000000000004,-0.3000000000000007,0.8,0.0,-0.1,0.3999999999999999,-1.1,-0.7999999999999998,10.0,12.0,0.0999999999999999,-0.6,0.5,-0.2,7.0,7.0,0.5,0.5,10.0,10.0,-1.0,30.0,30.0,-1.0,1,-1,-1,-0.3400000000000034,2,0,-1.95,3.5,The Hawthorns,W
C Kavanagh,Sat,0.0,3,-4.6,-1.7999999999999998,-1.9000000000000004,0.4000000000000003,1.3,0.1,0.5,0.8,0.5999999999999999,0.3,-1.0,5.0,0.4,0.2,0.5000000000000001,-0.2,2.0,7.0,-0.1999999999999999,0.4000000000000001,0.0,10.0,0.0,-20.0,20.0,-2.0,-4,-6,-3,-4.329999999999998,12,0,3.0,3.6,London Stadium,L
A Taylor,Wed,0.0,0,4.9,-0.2000000000000001,-0.7999999999999998,1.5,0.3999999999999999,-0.3,0.1,-0.0999999999999998,-0.7,-0.1999999999999999,8.0,1.0,-0.0999999999999999,-0.5,-0.0999999999999999,0.0,4.0,-1.0,0.2999999999999999,0.0,0.0,0.0,1.0,30.0,0.0,4.0,-2,-4,-5,-3.6700000000000017,5,0,-3.25,4.0,Stadium of Light,W
C Pawson,Sun,0.0,1,-7.299999999999999,-4.5,-3.3,2.4000000000000004,-0.3000000000000002,0.0,-1.4,-0.5,1.1,0.0999999999999998,-25.0,-6.0,-0.5,0.1999999999999999,0.0,0.0,-7.0,0.0,-2.1,-0.8,-70.0,-30.0,-1.0,-70.0,-20.0,-4.0,-5,-9,-10,-8.0,15,0,6.0600000000000005,5.0,Villa Park,D
P Tierney,Sat,0.0,1,7.100000000000001,3.3999999999999995,3.8,-5.1,-0.7,0.0,1.0,1.6,-0.8999999999999999,-0.7999999999999999,19.0,24.0,0.9,-0.4999999999999999,1.1,-0.5,14.0,16.0,1.1,1.4,50.0,60.0,4.0,10.0,20.0,4.0,6,10,9,8.340000000000003,-13,0,-17.84,9.0,Etihad Stadium,W
R Madley,Sat,0.0,1,-0.2999999999999989,0.0,2.4000000000000004,1.8000000000000007,-0.3,0.1,0.3,0.7999999999999998,0.0,0.0,3.0,8.0,0.5,-0.3999999999999999,0.8,-0.5,9.0,13.0,0.0,0.3999999999999999,-10.0,10.0,-3.0,20.0,20.0,9.0,6,4,6,5.329999999999998,-11,0,-3.5,3.8,Stamford Bridge,D
M Dean,Sun,0.0,6,-3.1999999999999997,-1.5,-2.5,-2.5,-1.0,-0.2,-0.1999999999999999,0.5999999999999999,0.3999999999999999,-0.5,-6.0,11.0,0.1,0.5000000000000001,0.1,-0.5000000000000001,-4.0,6.0,-0.3999999999999999,0.8,-10.0,30.0,0.0,-20.0,20.0,-1.0,-3,-8,-5,-5.340000000000003,1,0,1.0499999999999998,3.8,Turf Moor,L
C Pawson,Tue,0.0,-1,7.400000000000002,2.4,3.4000000000000004,-1.1999999999999993,-0.4999999999999998,0.0,1.4,1.2,-0.4999999999999999,-0.8999999999999999,19.0,21.0,0.6,-0.1999999999999999,0.2,-0.4999999999999999,8.0,7.0,1.2,1.5000000000000002,30.0,50.0,2.0,60.0,50.0,6.0,7,9,2,6.0,-10,0,-21.86,9.0,Etihad Stadium,W
K Friend,Sun,0.0,0,-5.6,-3.3999999999999995,0.9000000000000004,0.6999999999999993,-0.3999999999999999,0.0,-0.4000000000000001,0.0,0.1,0.0,-5.0,0.0,-0.2,-0.2,-0.2,0.2,0.0,-4.0,-0.4,0.2999999999999999,-10.0,10.0,0.0,-20.0,10.0,0.0,-4,-4,-6,-4.670000000000002,4,1,-0.33,3.5,Madejski Stadium,D
M Jones,Sat,0.0,0,-7.300000000000001,-4.699999999999999,-1.7999999999999998,-1.5999999999999996,-0.3,0.1,-0.3,0.1,0.6000000000000001,0.3999999999999999,-9.0,-3.0,-0.7,0.0,-0.2,0.5,-7.0,-7.0,-0.3,0.2999999999999998,0.0,20.0,-2.0,-30.0,-10.0,-3.0,-2,0,0,-0.6700000000000017,-1,0,1.0499999999999998,3.6,Madejski Stadium,L
T Harrington,Wed,-1.0,6,4.299999999999999,1.0,1.1000000000000003,0.9000000000000004,0.7,0.0,-0.2,0.5,0.2999999999999999,0.1,-5.0,4.0,-0.2,0.7000000000000001,0.4,0.3,-9.0,1.0,-0.7,0.5,-40.0,10.0,0.0,10.0,30.0,3.0,0,-6,-1,-2.3400000000000034,3,0,-1.25,3.1,Falmer Stadium,L
A Taylor,Sun,0.0,2,3.299999999999999,1.4999999999999996,1.2999999999999998,-2.1,-0.5,-0.1,1.1,1.3,0.2000000000000001,0.4000000000000001,9.0,9.0,0.3,-0.1999999999999999,0.9000000000000001,0.5,5.0,4.0,0.2999999999999999,0.6,0.0,20.0,-1.0,30.0,20.0,2.0,2,2,5,3.0,3,0,-3.77,3.8,Goodison Park,L
A Taylor,Sun,0.0,-1,-8.8,-4.2,1.2000000000000002,0.200000000000001,-0.1,0.1,-2.1,-1.2,-0.2,-0.3,-19.0,-9.0,-1.2,-0.0999999999999999,-0.6000000000000001,-0.3,-11.0,-3.0,-0.8999999999999999,-0.1999999999999999,-30.0,-10.0,-6.0,-30.0,0.0,-11.0,-7,-6,-1,-4.659999999999997,3,0,7.6,5.0,Boleyn Ground,L
C Pawson,Sat,0.0,0,2.1999999999999997,1.0999999999999996,-0.5,0.0,0.7,0.1,0.8999999999999999,1.5,-0.8,-1.1,17.0,26.0,0.8999999999999999,-0.5,0.5,-0.2999999999999999,14.0,8.0,1.4,1.6,50.0,60.0,0.0,40.0,40.0,4.0,2,5,9,5.340000000000003,-2,0,-7.64,5.5,Old Trafford,D
G Scott,Sun,-1.0,5,-2.5,-1.3000000000000005,-1.2999999999999998,-0.3000000000000007,1.1,0.0,-0.5999999999999999,-0.8,0.1,0.8999999999999999,-7.0,-17.0,0.3,0.2,0.2,0.1,1.0,1.0,-1.0,-1.4,-50.0,-50.0,-1.0,0.0,-40.0,-2.0,-3,-3,-4,-3.3299999999999983,11,0,1.6,3.6,Turf Moor,D
A Marriner,Sun,0.0,3,2.9000000000000004,1.2000000000000002,0.5999999999999996,1.5,0.2999999999999998,-0.1999999999999999,0.0,0.7,0.2000000000000001,-1.1,-2.0,18.0,0.1,0.3,0.0999999999999999,-0.6000000000000001,-2.0,7.0,0.1,1.4,10.0,50.0,-1.0,-10.0,40.0,-1.0,0,2,-1,0.3299999999999983,-2,0,-7.64,4.75,Emirates Stadium,W
R East,Mon,0.0,0,-7.799999999999999,-2.6000000000000005,-2.0,1.0,0.6000000000000001,0.0,-1.9,-2.0,0.1,-1.4,-20.0,-6.0,-0.5000000000000001,0.1,-1.0,-0.7,-6.0,-3.0,-0.7000000000000002,-0.1,-20.0,0.0,-2.0,-30.0,-10.0,-10.0,-2,-7,-9,-6.0,12,0,6.0,4.5,Turf Moor,L
M Dean,Sat,-1.0,0,-1.200000000000001,-0.5999999999999996,-0.6000000000000005,3.5,1.2999999999999998,0.2,-0.7999999999999999,-1.0,-0.3,0.1999999999999999,-5.0,-12.0,0.0,0.0,-0.0999999999999999,0.2,0.0,-3.0,-1.1,-1.4,-50.0,-50.0,-1.0,-10.0,-40.0,-1.0,-3,-3,-4,-3.3299999999999983,7,1,1.5500000000000005,3.5,Craven Cottage,D
M Atkinson,Sat,0.0,0,-3.200000000000001,-1.1999999999999995,-1.2999999999999998,0.5,-0.6000000000000001,-0.1,0.2,0.6000000000000001,-0.3,-0.6000000000000001,5.0,12.0,-0.3,0.3,0.1999999999999999,-0.3,-6.0,5.0,0.7999999999999999,1.3,30.0,40.0,0.0,20.0,50.0,3.0,5,3,1,3.0,-8,-1,-1.0999999999999996,3.4,St. James Park,D
S Hooper,Sat,0.0,1,-2.8999999999999986,-0.8999999999999995,-2.6,-1.1999999999999993,-0.5999999999999999,0.1,0.1999999999999999,0.4,0.3,0.1999999999999999,-1.0,2.0,-0.0999999999999999,0.3,0.2,0.3,-4.0,-1.0,0.4,0.0999999999999998,10.0,0.0,0.0,20.0,10.0,-1.0,-4,-4,-2,-3.3299999999999983,7,0,0.3200000000000003,3.2,Selhurst Park,W
M Atkinson,Wed,0.0,-1,2.3999999999999986,1.5999999999999996,4.1,-3.700000000000001,0.2000000000000001,-0.1,1.4999999999999998,1.9,-1.1,-0.8,26.0,27.0,0.4,-0.5,0.7999999999999999,-0.3,9.0,11.0,1.3,1.5000000000000002,40.0,60.0,0.0,50.0,30.0,0.0,6,10,10,8.670000000000002,-15,0,-15.83,9.0,Etihad Stadium,D
M Atkinson,Sat,0.0,-2,-5.5,-1.7000000000000002,-1.7999999999999998,-2.3000000000000007,-0.3,0.0,-1.4,-0.5999999999999999,0.7000000000000001,0.8,-21.0,-14.0,-0.5000000000000001,0.5,-0.1,0.0999999999999999,-10.0,-2.0,-1.8,-1.1,-60.0,-40.0,-1.0,-60.0,-30.0,-11.0,-3,-5,-6,-4.670000000000002,4,0,2.65,3.75,Goodison Park,D
C Pawson,Sat,0.0,-1,1.5,0.6999999999999997,0.7999999999999998,0.0999999999999996,0.0,0.0,0.0,0.0999999999999999,-0.8,-0.8999999999999999,8.0,10.0,0.5,-0.3999999999999999,0.3999999999999999,-0.2,9.0,6.0,0.5,0.6000000000000001,10.0,10.0,1.0,30.0,40.0,1.0,0,3,-2,0.3400000000000034,-15,-1,-1.95,3.5,Swansea.com Stadium,W
M Jones,Sat,0.0,-4,7.6,2.2,2.9,0.6999999999999993,0.0999999999999998,0.0,0.8999999999999999,1.2,0.1,-0.0999999999999998,8.0,13.0,0.1999999999999999,0.0,0.5,-0.4,2.0,9.0,0.0999999999999998,0.8,10.0,40.0,1.0,-10.0,0.0,0.0,8,7,11,8.659999999999997,-11,0,-7.67,5.0,Etihad Stadium,W
L Probert,Sat,0.0,-2,-0.1999999999999993,0.0999999999999996,0.8999999999999995,-1.0,-0.1999999999999999,0.0,0.7,1.0,-1.8000000000000005,-1.7999999999999998,25.0,28.0,0.1999999999999999,-0.4999999999999999,0.5,-0.6000000000000001,7.0,11.0,1.4,1.4,40.0,40.0,4.0,60.0,60.0,5.0,5,4,2,3.6700000000000017,-8,0,-13.78,7.0,Emirates Stadium,W
A Marriner,Sat,0.0,0,0.1999999999999993,-1.0,0.1000000000000005,-0.5,-0.3,0.1,-0.5,0.1999999999999999,-0.5000000000000002,-1.0,0.0,12.0,-0.0999999999999999,-0.1999999999999999,-0.0999999999999999,-0.4,1.0,3.0,-0.6,0.6000000000000001,-30.0,10.0,-1.0,0.0,40.0,-1.0,1,-2,-2,-1.0,11,1,-0.4500000000000002,3.3,Hull City Stadium,W
M Oliver,Sat,-1.0,0,-4.4,-0.7000000000000002,-1.0999999999999996,0.5999999999999996,0.0,-0.2,-0.8,-0.8,0.0,-0.1999999999999999,-8.0,-6.0,0.0,-0.1999999999999999,-0.3,-0.3,2.0,0.0,-0.3999999999999999,-0.1,-10.0,0.0,1.0,-20.0,-10.0,-1.0,-15,-13,-16,-14.670000000000002,22,1,4.9,4.0,Selhurst Park,L
M Dean,Wed,0.0,0,0.3000000000000007,1.1999999999999995,1.2999999999999998,1.9000000000000004,0.8000000000000003,0.0,0.6,0.7,-0.0999999999999998,0.0999999999999998,7.0,6.0,0.5,-0.0999999999999999,0.2,0.1999999999999999,6.0,0.0,0.0,0.3,-10.0,0.0,0.0,20.0,30.0,2.0,3,2,3,2.6599999999999966,-14,-1,-4.25,3.5,St Mary's Stadium,D
J Moss,Sat,0.0,0,-0.0999999999999996,0.7999999999999998,-0.1000000000000005,0.8000000000000007,-0.2999999999999998,-0.1,-0.2,0.8,1.2,0.3,-14.0,5.0,-0.1,0.7,0.2,-0.1,-8.0,3.0,-0.1999999999999999,0.5,0.0,20.0,0.0,-20.0,10.0,-2.0,1,-1,-3,-1.0,1,0,-0.27,3.3,Carrow Road,W
P Tierney,Tue,0.0,0,1.3000000000000007,0.3999999999999999,0.2000000000000001,2.1999999999999997,0.4000000000000001,-0.1,0.7999999999999999,1.3,-0.8999999999999999,-1.4,17.0,27.0,0.3,-0.1,0.0999999999999999,-0.4,4.0,5.0,0.3999999999999999,0.8999999999999999,10.0,20.0,0.0,20.0,50.0,0.0,0,2,1,1.0,-7,-1,-3.85,3.75,Selhurst Park,W
A Marriner,Sun,0.0,4,-2.8000000000000007,-0.9000000000000004,-1.4000000000000004,3.299999999999999,-0.5,0.0,-0.5,-0.8999999999999999,0.8,-0.1,-13.0,-8.0,-0.1,0.1,-0.3,0.1,-2.0,-4.0,-0.7,-0.3,-20.0,-10.0,0.0,-30.0,-10.0,0.0,-7,-10,-11,-9.329999999999998,15,0,7.2,6.0,St Mary's Stadium,W
A Taylor,Thu,0.0,1,2.6,0.5,1.0999999999999996,1.0999999999999996,0.3,-0.1,0.1999999999999999,0.5,0.3,-0.5,-1.0,10.0,-0.0999999999999999,0.3,-0.1,0.0,-4.0,-1.0,-0.2999999999999998,0.7,-10.0,20.0,0.0,-10.0,30.0,1.0,-3,-1,-7,-3.6700000000000017,11,1,0.5,3.4,Loftus Road,D
G Scott,Sat,0.0,0,-0.5,0.6000000000000001,0.6999999999999997,1.6000000000000014,-0.2999999999999998,-0.2,0.1,0.8,0.0,-0.8,1.0,16.0,0.4999999999999999,0.5,0.7,-0.3,0.0,10.0,0.1,1.4,0.0,50.0,1.0,10.0,40.0,1.0,-1,-3,-1,-1.6599999999999966,4,1,-0.8999999999999999,3.25,Turf Moor,W
